Time (s), df/f, epoch
9.9648, -0.0180, 1
9.9748, -0.0158, 1
9.9848, -0.0143, 1
9.9948, -0.0124, 1
10.0048, -0.0117, 1
10.0148, -0.0138, 1
10.0248, -0.0162, 1
10.0348, -0.0154, 1
10.0448, -0.0155, 1
10.0548, -0.0154, 1
10.0648, -0.0147, 1
10.0748, -0.0142, 1
10.0848, -0.0138, 1
10.0948, -0.0135, 1
10.1048, -0.0126, 1
10.1148, -0.0106, 1
10.1248, -0.0109, 1
10.1348, -0.0140, 1
10.1448, -0.0169, 1
10.1548, -0.0187, 1
10.1648, -0.0203, 1
10.1748, -0.0194, 1
10.1848, -0.0169, 1
10.1948, -0.0158, 1
10.2048, -0.0163, 1
10.2148, -0.0182, 1
10.2248, -0.0193, 1
10.2348, -0.0193, 1
10.2448, -0.0193, 1
10.2548, -0.0177, 1
10.2648, -0.0150, 1
10.2748, -0.0159, 1
10.2848, -0.0165, 1
10.2948, -0.0157, 1
10.3048, -0.0155, 1
10.3148, -0.0167, 1
10.3248, -0.0171, 1
10.3348, -0.0176, 1
10.3448, -0.0183, 1
10.3548, -0.0206, 1
10.3648, -0.0215, 1
10.3748, -0.0198, 1
10.3848, -0.0177, 1
10.3948, -0.0160, 1
10.4048, -0.0151, 1
10.4148, -0.0156, 1
10.4248, -0.0179, 1
10.4348, -0.0194, 1
10.4448, -0.0190, 1
10.4548, -0.0178, 1
10.4648, -0.0166, 1
10.4748, -0.0163, 1
10.4848, -0.0167, 1
10.4948, -0.0182, 1
10.5048, -0.0206, 1
10.5148, -0.0201, 1
10.5248, -0.0187, 1
10.5348, -0.0183, 1
10.5448, -0.0177, 1
10.5548, -0.0164, 1
10.5648, -0.0145, 1
10.5748, -0.0142, 1
10.5848, -0.0142, 1
10.5948, -0.0138, 1
10.6048, -0.0155, 1
10.6148, -0.0186, 1
10.6248, -0.0174, 1
10.6348, -0.0161, 1
10.6448, -0.0144, 1
10.6548, -0.0143, 1
10.6648, -0.0149, 1
10.6748, -0.0158, 1
10.6848, -0.0174, 1
10.6948, -0.0185, 1
10.7048, -0.0170, 1
10.7148, -0.0150, 1
10.7248, -0.0140, 1
10.7348, -0.0131, 1
10.7448, -0.0123, 1
10.7548, -0.0133, 1
10.7648, -0.0154, 1
10.7748, -0.0152, 1
10.7848, -0.0143, 1
10.7948, -0.0141, 1
10.8048, -0.0160, 1
10.8148, -0.0170, 1
10.8248, -0.0178, 1
10.8348, -0.0172, 1
10.8448, -0.0166, 1
10.8548, -0.0136, 1
10.8648, -0.0134, 1
10.8748, -0.0142, 1
10.8848, -0.0135, 1
10.8948, -0.0118, 1
10.9048, -0.0110, 1
10.9148, -0.0111, 1
10.9248, -0.0105, 1
10.9348, -0.0097, 1
10.9448, -0.0115, 1
10.9548, -0.0136, 1
10.9648, -0.0136, 1
10.9748, -0.0129, 1
10.9848, -0.0117, 1
10.9948, -0.0102, 1
11.0048, -0.0099, 1
11.0148, -0.0115, 1
11.0248, -0.0125, 1
11.0348, -0.0115, 1
11.0448, -0.0092, 1
11.0548, -0.0083, 1
11.0648, -0.0087, 1
11.0748, -0.0091, 1
11.0848, -0.0100, 1
11.0948, -0.0122, 1
11.1048, -0.0133, 1
11.1148, -0.0120, 1
11.1248, -0.0128, 1
11.1348, -0.0138, 1
11.1448, -0.0147, 1
11.1548, -0.0140, 1
11.1648, -0.0139, 1
11.1748, -0.0132, 1
11.1848, -0.0121, 1
11.1948, -0.0127, 1
11.2048, -0.0175, 1
11.2148, -0.0211, 1
11.2248, -0.0221, 1
11.2348, -0.0214, 1
11.2448, -0.0194, 1
11.2548, -0.0161, 1
11.2648, -0.0144, 1
11.2748, -0.0154, 1
11.2848, -0.0175, 1
11.2948, -0.0176, 1
11.3048, -0.0162, 1
11.3148, -0.0139, 1
11.3248, -0.0110, 1
11.3348, -0.0084, 1
11.3448, -0.0086, 1
11.3548, -0.0117, 1
11.3648, -0.0132, 1
11.3748, -0.0127, 1
11.3848, -0.0120, 1
11.3948, -0.0130, 1
11.4048, -0.0134, 1
11.4148, -0.0127, 1
11.4248, -0.0125, 1
11.4348, -0.0121, 1
11.4448, -0.0091, 1
11.4548, -0.0068, 1
11.4648, -0.0051, 1
11.4748, -0.0057, 1
11.4848, -0.0075, 1
11.4948, -0.0106, 1
11.5048, -0.0156, 1
11.5148, -0.0184, 1
11.5248, -0.0176, 1
11.5348, -0.0181, 1
11.5448, -0.0191, 1
11.5548, -0.0198, 1
11.5648, -0.0201, 1
11.5748, -0.0192, 1
11.5848, -0.0169, 1
11.5948, -0.0134, 1
11.6048, -0.0111, 1
11.6148, -0.0113, 1
11.6248, -0.0126, 1
11.6348, -0.0135, 1
11.6448, -0.0142, 1
11.6548, -0.0148, 1
11.6648, -0.0145, 1
11.6748, -0.0134, 1
11.6848, -0.0145, 1
11.6948, -0.0156, 1
11.7048, -0.0128, 1
11.7148, -0.0108, 1
11.7248, -0.0085, 1
11.7348, -0.0087, 1
11.7448, -0.0092, 1
11.7548, -0.0117, 1
11.7648, -0.0142, 1
11.7748, -0.0149, 1
11.7848, -0.0116, 1
11.7948, -0.0104, 1
11.8048, -0.0104, 1
11.8148, -0.0111, 1
11.8248, -0.0123, 1
11.8348, -0.0142, 1
11.8448, -0.0145, 1
11.8548, -0.0136, 1
11.8648, -0.0139, 1
11.8748, -0.0166, 1
11.8848, -0.0190, 1
11.8948, -0.0192, 1
11.9048, -0.0177, 1
11.9148, -0.0157, 1
11.9248, -0.0141, 1
11.9348, -0.0129, 1
11.9448, -0.0133, 1
11.9548, -0.0147, 1
11.9648, -0.0156, 1
11.9748, -0.0156, 1
11.9848, -0.0162, 1
11.9948, -0.0157, 1
12.0048, -0.0156, 1
12.0148, -0.0167, 1
12.0248, -0.0209, 1
12.0348, -0.0220, 1
12.0448, -0.0198, 1
12.0548, -0.0176, 1
12.0648, -0.0165, 1
12.0748, -0.0158, 1
12.0848, -0.0155, 1
12.0948, -0.0172, 1
12.1048, -0.0186, 1
12.1148, -0.0177, 1
12.1248, -0.0156, 1
12.1348, -0.0147, 1
12.1448, -0.0138, 1
12.1548, -0.0133, 1
12.1648, -0.0142, 1
12.1748, -0.0148, 1
12.1848, -0.0131, 1
12.1948, -0.0111, 1
12.2048, -0.0113, 1
12.2148, -0.0132, 1
12.2248, -0.0147, 1
12.2348, -0.0147, 1
12.2448, -0.0145, 1
12.2548, -0.0138, 1
12.2648, -0.0127, 1
12.2748, -0.0125, 1
12.2848, -0.0143, 1
12.2948, -0.0134, 1
12.3048, -0.0109, 1
12.3148, -0.0094, 1
12.3248, -0.0096, 1
12.3348, -0.0110, 1
12.3448, -0.0130, 1
12.3548, -0.0162, 1
12.3648, -0.0181, 1
12.3748, -0.0147, 1
12.3848, -0.0140, 1
12.3948, -0.0164, 1
12.4048, -0.0185, 1
12.4148, -0.0187, 1
12.4248, -0.0182, 1
12.4348, -0.0164, 1
12.4448, -0.0147, 1
12.4548, -0.0131, 1
12.4648, -0.0123, 1
12.4748, -0.0132, 1
12.4848, -0.0143, 1
12.4948, -0.0155, 1
12.5048, -0.0164, 1
12.5148, -0.0167, 1
12.5248, -0.0155, 1
12.5348, -0.0170, 1
12.5448, -0.0205, 1
12.5548, -0.0227, 1
12.5648, -0.0213, 1
12.5748, -0.0183, 1
12.5848, -0.0152, 1
12.5948, -0.0143, 1
12.6048, -0.0138, 1
12.6148, -0.0191, 1
12.6248, -0.0218, 1
12.6348, -0.0199, 1
12.6448, -0.0167, 1
12.6548, -0.0144, 1
12.6648, -0.0135, 1
12.6748, -0.0139, 1
12.6848, -0.0152, 1
12.6948, -0.0177, 1
12.7048, -0.0192, 1
12.7148, -0.0184, 1
12.7248, -0.0179, 1
12.7348, -0.0174, 1
12.7448, -0.0162, 1
12.7548, -0.0152, 1
12.7648, -0.0161, 1
12.7748, -0.0163, 1
12.7848, -0.0148, 1
12.7948, -0.0141, 1
12.8048, -0.0152, 1
12.8148, -0.0171, 1
12.8248, -0.0190, 1
12.8348, -0.0208, 1
12.8448, -0.0224, 1
12.8548, -0.0217, 1
12.8648, -0.0194, 1
12.8748, -0.0202, 1
12.8848, -0.0204, 1
12.8948, -0.0205, 1
12.9048, -0.0192, 1
12.9148, -0.0178, 1
12.9248, -0.0150, 1
12.9348, -0.0137, 1
12.9448, -0.0142, 1
12.9548, -0.0164, 1
12.9648, -0.0148, 1
12.9748, -0.0125, 1
12.9848, -0.0110, 1
12.9948, -0.0098, 1
13.0048, -0.0080, 1
13.0148, -0.0086, 1
13.0248, -0.0101, 1
13.0348, -0.0098, 1
13.0448, -0.0079, 1
13.0548, -0.0069, 1
13.0648, -0.0079, 1
13.0748, -0.0087, 1
13.0848, -0.0085, 1
13.0948, -0.0075, 1
13.1048, -0.0068, 1
13.1148, -0.0052, 1
13.1248, -0.0051, 1
13.1348, -0.0063, 1
13.1448, -0.0072, 1
13.1548, -0.0073, 1
13.1648, -0.0099, 1
13.1748, -0.0123, 1
13.1848, -0.0142, 1
13.1948, -0.0129, 1
13.2048, -0.0125, 1
13.2148, -0.0120, 1
13.2248, -0.0123, 1
13.2348, -0.0144, 1
13.2448, -0.0161, 1
13.2548, -0.0153, 1
13.2648, -0.0121, 1
13.2748, -0.0103, 1
13.2848, -0.0123, 1
13.2948, -0.0149, 1
13.3048, -0.0156, 1
13.3148, -0.0146, 1
13.3248, -0.0127, 1
13.3348, -0.0113, 1
13.3448, -0.0107, 1
13.3548, -0.0124, 1
13.3648, -0.0135, 1
13.3748, -0.0115, 1
13.3848, -0.0092, 1
13.3948, -0.0083, 1
13.4048, -0.0088, 1
13.4148, -0.0091, 1
13.4248, -0.0109, 1
13.4348, -0.0151, 1
13.4448, -0.0180, 1
13.4548, -0.0162, 1
13.4648, -0.0144, 1
13.4748, -0.0137, 1
13.4848, -0.0129, 1
13.4948, -0.0125, 1
13.5048, -0.0139, 1
13.5148, -0.0153, 1
13.5248, -0.0150, 1
13.5348, -0.0131, 1
13.5448, -0.0140, 1
13.5548, -0.0145, 1
13.5648, -0.0145, 1
13.5748, -0.0162, 1
13.5848, -0.0180, 1
13.5948, -0.0168, 1
13.6048, -0.0143, 1
13.6148, -0.0128, 1
13.6248, -0.0112, 1
13.6348, -0.0098, 1
13.6448, -0.0084, 1
13.6548, -0.0086, 1
13.6648, -0.0100, 1
13.6748, -0.0121, 1
13.6848, -0.0132, 1
13.6948, -0.0148, 1
13.7048, -0.0136, 1
13.7148, -0.0112, 1
13.7248, -0.0105, 1
13.7348, -0.0109, 1
13.7448, -0.0111, 1
13.7548, -0.0104, 1
13.7648, -0.0104, 1
13.7748, -0.0117, 1
13.7848, -0.0106, 1
13.7948, -0.0099, 1
13.8048, -0.0115, 1
13.8148, -0.0136, 1
13.8248, -0.0165, 1
13.8348, -0.0195, 1
13.8448, -0.0208, 1
13.8548, -0.0176, 1
13.8648, -0.0121, 1
13.8748, -0.0082, 1
13.8848, -0.0083, 1
13.8948, -0.0103, 1
13.9048, -0.0126, 1
13.9148, -0.0152, 1
13.9248, -0.0159, 1
13.9348, -0.0139, 1
13.9448, -0.0126, 1
13.9548, -0.0126, 1
13.9648, -0.0126, 1
13.9748, -0.0115, 1
13.9848, -0.0102, 1
13.9948, -0.0104, 1
14.0048, -0.0108, 1
14.0148, -0.0115, 1
14.0248, -0.0138, 1
14.0348, -0.0168, 1
14.0448, -0.0154, 1
14.0548, -0.0137, 1
14.0648, -0.0134, 1
14.0748, -0.0131, 1
14.0848, -0.0125, 1
14.0948, -0.0128, 1
14.1048, -0.0138, 1
14.1148, -0.0150, 1
14.1248, -0.0145, 1
14.1348, -0.0142, 1
14.1448, -0.0139, 1
14.1548, -0.0134, 1
14.1648, -0.0141, 1
14.1748, -0.0167, 1
14.1848, -0.0195, 1
14.1948, -0.0186, 1
14.2048, -0.0186, 1
14.2148, -0.0207, 1
14.2248, -0.0205, 1
14.2348, -0.0184, 1
14.2448, -0.0154, 1
14.2548, -0.0127, 1
14.2648, -0.0111, 1
14.2748, -0.0108, 1
14.2848, -0.0131, 1
14.2948, -0.0148, 1
14.3048, -0.0148, 1
14.3148, -0.0135, 1
14.3248, -0.0126, 1
14.3348, -0.0120, 1
14.3448, -0.0125, 1
14.3548, -0.0139, 1
14.3648, -0.0168, 1
14.3748, -0.0168, 1
14.3848, -0.0143, 1
14.3948, -0.0153, 1
14.4048, -0.0168, 1
14.4148, -0.0155, 1
14.4248, -0.0149, 1
14.4348, -0.0166, 1
14.4448, -0.0179, 1
14.4548, -0.0185, 1
14.4648, -0.0192, 1
14.4748, -0.0199, 1
14.4848, -0.0207, 1
14.4948, -0.0209, 1
14.5048, -0.0205, 1
14.5148, -0.0201, 1
14.5248, -0.0180, 1
14.5348, -0.0154, 1
14.5448, -0.0145, 1
14.5548, -0.0149, 1
14.5648, -0.0161, 1
14.5748, -0.0170, 1
14.5848, -0.0174, 1
14.5948, -0.0165, 1
14.6048, -0.0146, 1
14.6148, -0.0149, 1
14.6248, -0.0184, 1
14.6348, -0.0198, 1
14.6448, -0.0202, 1
14.6548, -0.0202, 1
14.6648, -0.0197, 1
14.6748, -0.0166, 1
14.6848, -0.0131, 1
14.6948, -0.0120, 1
14.7048, -0.0130, 1
14.7148, -0.0132, 1
14.7248, -0.0139, 1
14.7348, -0.0150, 1
14.7448, -0.0161, 1
14.7548, -0.0174, 1
14.7648, -0.0194, 1
14.7748, -0.0212, 1
14.7848, -0.0219, 1
14.7948, -0.0222, 1
14.8048, -0.0218, 1
14.8148, -0.0215, 1
14.8248, -0.0212, 1
14.8348, -0.0220, 1
14.8448, -0.0240, 1
14.8548, -0.0257, 1
14.8648, -0.0249, 1
14.8748, -0.0248, 1
14.8848, -0.0259, 1
14.8948, -0.0261, 1
14.9048, -0.0248, 1
14.9148, -0.0245, 1
14.9248, -0.0227, 1
14.9348, -0.0204, 1
14.9448, -0.0182, 1
14.9548, -0.0184, 1
14.9648, -0.0207, 1
14.9748, -0.0215, 1
14.9848, -0.0223, 1
14.9948, -0.0213, 1
15.0048, -0.0192, 1
15.0148, -0.0169, 1
15.0248, -0.0192, 1
15.0348, -0.0218, 1
15.0448, -0.0229, 1
15.0548, -0.0229, 1
15.0648, -0.0230, 1
15.0748, -0.0222, 1
15.0848, -0.0220, 1
15.0948, -0.0229, 1
15.1048, -0.0249, 1
15.1148, -0.0255, 1
15.1248, -0.0243, 1
15.1348, -0.0241, 1
15.1448, -0.0248, 1
15.1548, -0.0251, 1
15.1648, -0.0246, 1
15.1748, -0.0250, 1
15.1848, -0.0254, 1
15.1948, -0.0242, 1
15.2048, -0.0210, 1
15.2148, -0.0194, 1
15.2248, -0.0192, 1
15.2348, -0.0186, 1
15.2448, -0.0205, 1
15.2548, -0.0233, 1
15.2648, -0.0238, 1
15.2748, -0.0228, 1
15.2848, -0.0228, 1
15.2948, -0.0246, 1
15.3048, -0.0257, 1
15.3148, -0.0264, 1
15.3248, -0.0271, 1
15.3348, -0.0279, 1
15.3448, -0.0269, 1
15.3548, -0.0259, 1
15.3648, -0.0257, 1
15.3748, -0.0245, 1
15.3848, -0.0227, 1
15.3948, -0.0212, 1
15.4048, -0.0209, 1
15.4148, -0.0212, 1
15.4248, -0.0228, 1
15.4348, -0.0253, 1
15.4448, -0.0263, 1
15.4548, -0.0241, 1
15.4648, -0.0218, 1
15.4748, -0.0210, 1
15.4848, -0.0209, 1
15.4948, -0.0210, 1
15.5048, -0.0209, 1
15.5148, -0.0216, 1
15.5248, -0.0210, 1
15.5348, -0.0196, 1
15.5448, -0.0187, 1
15.5548, -0.0194, 1
15.5648, -0.0188, 1
15.5748, -0.0199, 1
15.5848, -0.0206, 1
15.5948, -0.0209, 1
15.6048, -0.0204, 1
15.6148, -0.0209, 1
15.6248, -0.0216, 1
15.6348, -0.0216, 1
15.6448, -0.0196, 1
15.6548, -0.0172, 1
15.6648, -0.0159, 1
15.6748, -0.0147, 1
15.6848, -0.0146, 1
15.6948, -0.0180, 1
15.7048, -0.0216, 1
15.7148, -0.0228, 1
15.7248, -0.0224, 1
15.7348, -0.0209, 1
15.7448, -0.0194, 1
15.7548, -0.0190, 1
15.7648, -0.0206, 1
15.7748, -0.0230, 1
15.7848, -0.0231, 1
15.7948, -0.0209, 1
15.8048, -0.0198, 1
15.8148, -0.0192, 1
15.8248, -0.0177, 1
15.8348, -0.0149, 1
15.8448, -0.0171, 1
15.8548, -0.0184, 1
15.8648, -0.0182, 1
15.8748, -0.0186, 1
15.8848, -0.0195, 1
15.8948, -0.0225, 1
15.9048, -0.0241, 1
15.9148, -0.0245, 1
15.9248, -0.0235, 1
15.9348, -0.0204, 1
15.9448, -0.0180, 1
15.9548, -0.0204, 1
15.9648, -0.0240, 1
15.9748, -0.0260, 1
15.9848, -0.0260, 1
15.9948, -0.0253, 1
16.0048, -0.0246, 1
16.0148, -0.0241, 1
16.0248, -0.0253, 1
16.0348, -0.0288, 1
16.0448, -0.0303, 1
16.0548, -0.0287, 1
16.0648, -0.0270, 1
16.0748, -0.0261, 1
16.0848, -0.0244, 1
16.0948, -0.0240, 1
16.1048, -0.0255, 1
16.1148, -0.0281, 1
16.1248, -0.0280, 1
16.1348, -0.0243, 1
16.1448, -0.0223, 1
16.1548, -0.0186, 1
16.1648, -0.0166, 1
16.1748, -0.0170, 1
16.1848, -0.0201, 1
16.1948, -0.0208, 1
16.2048, -0.0214, 1
16.2148, -0.0217, 1
16.2248, -0.0227, 1
16.2348, -0.0238, 1
16.2448, -0.0254, 1
16.2548, -0.0271, 1
16.2648, -0.0271, 1
16.2748, -0.0247, 1
16.2848, -0.0236, 1
16.2948, -0.0244, 1
16.3048, -0.0251, 1
16.3148, -0.0252, 1
16.3248, -0.0257, 1
16.3348, -0.0268, 1
16.3448, -0.0265, 1
16.3548, -0.0262, 1
16.3648, -0.0273, 1
16.3748, -0.0286, 1
16.3848, -0.0278, 1
16.3948, -0.0262, 1
16.4048, -0.0250, 1
16.4148, -0.0244, 1
16.4248, -0.0238, 1
16.4348, -0.0259, 1
16.4448, -0.0280, 1
16.4548, -0.0286, 1
16.4648, -0.0275, 1
16.4748, -0.0263, 1
16.4848, -0.0254, 1
16.4948, -0.0239, 1
16.5048, -0.0245, 1
16.5148, -0.0273, 1
16.5248, -0.0285, 1
16.5348, -0.0262, 1
16.5448, -0.0245, 1
16.5548, -0.0246, 1
16.5648, -0.0263, 1
16.5748, -0.0279, 1
16.5848, -0.0292, 1
16.5948, -0.0297, 1
16.6048, -0.0291, 1
16.6148, -0.0288, 1
16.6248, -0.0307, 1
16.6348, -0.0335, 1
16.6448, -0.0353, 1
16.6548, -0.0356, 1
16.6648, -0.0342, 1
16.6748, -0.0315, 1
16.6848, -0.0286, 1
16.6948, -0.0290, 1
16.7048, -0.0305, 1
16.7148, -0.0314, 1
16.7248, -0.0294, 1
16.7348, -0.0284, 1
16.7448, -0.0278, 1
16.7548, -0.0270, 1
16.7648, -0.0269, 1
16.7748, -0.0308, 1
16.7848, -0.0337, 1
16.7948, -0.0337, 1
16.8048, -0.0319, 1
16.8148, -0.0303, 1
16.8248, -0.0294, 1
16.8348, -0.0296, 1
16.8448, -0.0308, 1
16.8548, -0.0312, 1
16.8648, -0.0286, 1
16.8748, -0.0260, 1
16.8848, -0.0267, 1
16.8948, -0.0290, 1
16.9048, -0.0303, 1
16.9148, -0.0306, 1
16.9248, -0.0298, 1
16.9348, -0.0277, 1
16.9448, -0.0244, 1
16.9548, -0.0223, 1
16.9648, -0.0226, 1
16.9748, -0.0218, 1
16.9848, -0.0203, 1
16.9948, -0.0187, 1
17.0048, -0.0175, 1
17.0148, -0.0157, 1
17.0248, -0.0175, 1
17.0348, -0.0211, 1
17.0448, -0.0216, 1
17.0548, -0.0183, 1
17.0648, -0.0143, 1
17.0748, -0.0117, 1
17.0848, -0.0094, 1
17.0948, -0.0087, 1
17.1048, -0.0098, 1
17.1148, -0.0118, 1
17.1248, -0.0116, 1
17.1348, -0.0113, 1
17.1448, -0.0129, 1
17.1548, -0.0118, 1
17.1648, -0.0100, 1
17.1748, -0.0116, 1
17.1848, -0.0141, 1
17.1948, -0.0150, 1
17.2048, -0.0138, 1
17.2148, -0.0148, 1
17.2248, -0.0189, 1
17.2348, -0.0230, 1
17.2448, -0.0246, 1
17.2548, -0.0238, 1
17.2648, -0.0211, 1
17.2748, -0.0170, 1
17.2848, -0.0157, 1
17.2948, -0.0176, 1
17.3048, -0.0225, 1
17.3148, -0.0252, 1
17.3248, -0.0267, 1
17.3348, -0.0263, 1
17.3448, -0.0248, 1
17.3548, -0.0224, 1
17.3648, -0.0232, 1
17.3748, -0.0261, 1
17.3848, -0.0268, 1
17.3948, -0.0254, 1
17.4048, -0.0246, 1
17.4148, -0.0232, 1
17.4248, -0.0214, 1
17.4348, -0.0210, 1
17.4448, -0.0227, 1
17.4548, -0.0237, 1
17.4648, -0.0228, 1
17.4748, -0.0212, 1
17.4848, -0.0201, 1
17.4948, -0.0207, 1
17.5048, -0.0229, 1
17.5148, -0.0272, 1
17.5248, -0.0294, 1
17.5348, -0.0285, 1
17.5448, -0.0271, 1
17.5548, -0.0278, 1
17.5648, -0.0299, 1
17.5748, -0.0311, 1
17.5848, -0.0315, 1
17.5948, -0.0323, 1
17.6048, -0.0274, 1
17.6148, -0.0208, 1
17.6248, -0.0194, 1
17.6348, -0.0205, 1
17.6448, -0.0230, 1
17.6548, -0.0244, 1
17.6648, -0.0253, 1
17.6748, -0.0239, 1
17.6848, -0.0206, 1
17.6948, -0.0203, 1
17.7048, -0.0236, 1
17.7148, -0.0253, 1
17.7248, -0.0255, 1
17.7348, -0.0256, 1
17.7448, -0.0261, 1
17.7548, -0.0260, 1
17.7648, -0.0255, 1
17.7748, -0.0251, 1
17.7848, -0.0242, 1
17.7948, -0.0215, 1
17.8048, -0.0184, 1
17.8148, -0.0172, 1
17.8248, -0.0173, 1
17.8348, -0.0181, 1
17.8448, -0.0209, 1
17.8548, -0.0245, 1
17.8648, -0.0252, 1
17.8748, -0.0243, 1
17.8848, -0.0232, 1
17.8948, -0.0252, 1
17.9048, -0.0268, 1
17.9148, -0.0288, 1
17.9248, -0.0304, 1
17.9348, -0.0306, 1
17.9448, -0.0276, 1
17.9548, -0.0258, 1
17.9648, -0.0254, 1
17.9748, -0.0243, 1
17.9848, -0.0224, 1
17.9948, -0.0217, 1
18.0048, -0.0212, 1
18.0148, -0.0205, 1
18.0248, -0.0205, 1
18.0348, -0.0222, 1
18.0448, -0.0241, 1
18.0548, -0.0234, 1
18.0648, -0.0220, 1
18.0748, -0.0217, 1
18.0848, -0.0217, 1
18.0948, -0.0205, 1
18.1048, -0.0190, 1
18.1148, -0.0175, 1
18.1248, -0.0158, 1
18.1348, -0.0159, 1
18.1448, -0.0178, 1
18.1548, -0.0201, 1
18.1648, -0.0202, 1
18.1748, -0.0204, 1
18.1848, -0.0225, 1
18.1948, -0.0240, 1
18.2048, -0.0227, 1
18.2148, -0.0227, 1
18.2248, -0.0236, 1
18.2348, -0.0236, 1
18.2448, -0.0237, 1
18.2548, -0.0253, 1
18.2648, -0.0259, 1
18.2748, -0.0243, 1
18.2848, -0.0222, 1
18.2948, -0.0222, 1
18.3048, -0.0236, 1
18.3148, -0.0246, 1
18.3248, -0.0251, 1
18.3348, -0.0266, 1
18.3448, -0.0281, 1
18.3548, -0.0281, 1
18.3648, -0.0292, 1
18.3748, -0.0287, 1
18.3848, -0.0259, 1
18.3948, -0.0227, 1
18.4048, -0.0221, 1
18.4148, -0.0211, 1
18.4248, -0.0209, 1
18.4348, -0.0198, 1
18.4448, -0.0236, 1
18.4548, -0.0241, 1
18.4648, -0.0225, 1
18.4748, -0.0198, 1
18.4848, -0.0187, 1
18.4948, -0.0201, 1
18.5048, -0.0215, 1
18.5148, -0.0239, 1
18.5248, -0.0258, 1
18.5348, -0.0238, 1
18.5448, -0.0215, 1
18.5548, -0.0216, 1
18.5648, -0.0223, 1
18.5748, -0.0225, 1
18.5848, -0.0230, 1
18.5948, -0.0237, 1
18.6048, -0.0227, 1
18.6148, -0.0205, 1
18.6248, -0.0200, 1
18.6348, -0.0231, 1
18.6448, -0.0266, 1
18.6548, -0.0290, 1
18.6648, -0.0295, 1
18.6748, -0.0287, 1
18.6848, -0.0269, 1
18.6948, -0.0261, 1
18.7048, -0.0280, 1
18.7148, -0.0282, 1
18.7248, -0.0263, 1
18.7348, -0.0236, 1
18.7448, -0.0219, 1
18.7548, -0.0203, 1
18.7648, -0.0192, 1
18.7748, -0.0225, 1
18.7848, -0.0262, 1
18.7948, -0.0256, 1
18.8048, -0.0238, 1
18.8148, -0.0205, 1
18.8248, -0.0188, 1
18.8348, -0.0192, 1
18.8448, -0.0211, 1
18.8548, -0.0227, 1
18.8648, -0.0222, 1
18.8748, -0.0210, 1
18.8848, -0.0213, 1
18.8948, -0.0224, 1
18.9048, -0.0223, 1
18.9148, -0.0220, 1
18.9248, -0.0230, 1
18.9348, -0.0242, 1
18.9448, -0.0229, 1
18.9548, -0.0217, 1
18.9648, -0.0215, 1
18.9748, -0.0234, 1
18.9848, -0.0232, 1
18.9948, -0.0223, 1
19.0048, -0.0203, 1
19.0148, -0.0187, 1
19.0248, -0.0168, 1
19.0348, -0.0207, 1
19.0448, -0.0232, 1
19.0548, -0.0246, 1
19.0648, -0.0234, 1
19.0748, -0.0225, 1
19.0848, -0.0206, 1
19.0948, -0.0202, 1
19.1048, -0.0202, 1
19.1148, -0.0233, 1
19.1248, -0.0239, 1
19.1348, -0.0222, 1
19.1448, -0.0200, 1
19.1548, -0.0189, 1
19.1648, -0.0183, 1
19.1748, -0.0197, 1
19.1848, -0.0234, 1
19.1948, -0.0260, 1
19.2048, -0.0253, 1
19.2148, -0.0224, 1
19.2248, -0.0214, 1
19.2348, -0.0223, 1
19.2448, -0.0238, 1
19.2548, -0.0256, 1
19.2648, -0.0271, 1
19.2748, -0.0259, 1
19.2848, -0.0230, 1
19.2948, -0.0221, 1
19.3048, -0.0221, 1
19.3148, -0.0222, 1
19.3248, -0.0219, 1
19.3348, -0.0227, 1
19.3448, -0.0222, 1
19.3548, -0.0212, 1
19.3648, -0.0219, 1
19.3748, -0.0257, 1
19.3848, -0.0281, 1
19.3948, -0.0281, 1
19.4048, -0.0277, 1
19.4148, -0.0277, 1
19.4248, -0.0264, 1
19.4348, -0.0249, 1
19.4448, -0.0251, 1
19.4548, -0.0257, 1
19.4648, -0.0248, 1
19.4748, -0.0234, 1
19.4848, -0.0234, 1
19.4948, -0.0243, 1
19.5048, -0.0256, 1
19.5148, -0.0277, 1
19.5248, -0.0304, 1
19.5348, -0.0311, 1
19.5448, -0.0319, 1
19.5548, -0.0337, 1
19.5648, -0.0333, 1
19.5748, -0.0322, 1
19.5848, -0.0333, 1
19.5948, -0.0322, 1
19.6048, -0.0316, 1
19.6148, -0.0282, 1
19.6248, -0.0283, 1
19.6348, -0.0306, 1
19.6448, -0.0313, 1
19.6548, -0.0300, 1
19.6648, -0.0306, 1
19.6748, -0.0300, 1
19.6848, -0.0280, 1
19.6948, -0.0271, 1
19.7048, -0.0289, 1
19.7148, -0.0315, 1
19.7248, -0.0321, 1
19.7348, -0.0321, 1
19.7448, -0.0321, 1
19.7548, -0.0315, 1
19.7648, -0.0301, 1
19.7748, -0.0297, 1
19.7848, -0.0295, 1
19.7948, -0.0296, 1
19.8048, -0.0296, 1
19.8148, -0.0300, 1
19.8248, -0.0294, 1
19.8348, -0.0271, 1
19.8448, -0.0262, 1
19.8548, -0.0290, 1
19.8648, -0.0315, 1
19.8748, -0.0292, 1
19.8848, -0.0261, 1
19.8948, -0.0244, 1
19.9048, -0.0232, 1
19.9148, -0.0222, 1
19.9248, -0.0212, 1
19.9348, -0.0215, 1
19.9448, -0.0209, 1
